material	532820692
special	532459644
heavy	532095060
fine	531733068
pair	531372900
circle	531009652
include	530648488
built	530287024
can't	529925548
matter	529562048
square	529200388
syllables	528838724
perhaps	528477836
bill	528116548
felt	527753172
suddenly	527391448
test	527028532
direction	526665760
center	526301848
farmers	525939996
ready	525578148
anything	525218304
divided	524853376
general	524489048
energy	524125216
subject	523762404
europe	523400652
moon	523037604
region	522676888
return	522315040
believe	521952832
dance	521589588
members	521228292
picked	520866016
simple	520503728
cells	520140996
paint	519777624
mind	519415140
love	519051456
cause	518688676
rain	518325012
exercise	517962492
eggs	517600240
train	517237636
blue	516876888
wish	516513900
drop	516149264
developed	515784516
window	515419228
difference	515055696
distance	514690948
heart	514327984
sit	513961712
sum	513597336
summer	513234612
wall	512868516
forest	512503916
probably	512138360
legs	511773056
sat	511407804
main	511042460
winter	510677616
wide	510311248
written	509945776
length	509579840
reason	509213680
kept	508847220
interest	508480492
arms	508113400
brother	507744596
race	507377948
present	507011180
beautiful	506643336
store	506276936
job	505908980
edge	505541908
past	505175076
sign	504807444
record	504440428
finished	504073400
discovered	503706184
wild	503339256
happy	502972712
beside	502605196
gone	502237296
sky	501869640
glass	501500148
million	501131780
west	500764716
lay	500397076
weather	500028908
root	499660800
instruments	499293208
meet	498925992
third	498557980
months	498190164
paragraph	497822648
raised	497455636
represent	497088108
soft	496720608
whether	496352788
clothes	495984316
flowers	495615852
shall	495247236
teacher	494879996
held	494512652
describe	494143624
drive	493775664
cross	493407920
speak	493041076
solve	492672464
appear	492303868
metal	491935772
son	491568360
either	491200224
ice	490831436
sleep	490463480
village	490095524
factors	489726228
result	489358376
jumped	488990528
snow	488621496
ride	488252248
care	487883220
floor	487515472
hill	487146824
pushed	486778252
baby	486409208
buy	486040756
century	485672492
outside	485303832
everything	484935188
tall	484566892
already	484198776
instead	483829804
phrase	483461176
soil	483092848
bed	482724572
copy	482354744
free	481985832
hope	481617916
spring	481248104
case	480878852
laughed	480510684
nation	480142828
quite	479772372
type	479403892
themselves	479034680
temperature	478665640
bright	478296560
lead	477927832
everyone	477558236
method	477189444
section	476821032
lake	476451848
iron	476082196
within	475713360
dictionary	475344392
hair	474975104
age	474605764
amount	474235432
scale	473866116
pounds	473497096
although	473127800
per	472758432
broken	472389300
moment	472019308
tiny	471649924
possible	471280244
gold	470910612
milk	470541360
quiet	470171948
natural	469801408
lot	469432608
stone	469063096
act	468693396
build	468323128
middle	467954420
speed	467584564
count	467215072
consonant	466845616
someone	466475952
sail	466107088
rolled	465737464
bear	465367228
wonder	464997516
smiled	464628244
angle	464258324
fraction	463888872
Africa	463519868
killed	463149948
melody	462779168
bottom	462409964
trip	462040292
hole	461671208
poor	461300716
let's	460930092
fight	460560364
surprise	460191492
French	459820880
died	459451392
beat	459081604
exactly	458712296
remain	458342252
dress	457972960
iron	457601668
couldn't	457231848
fingers	456862172
row	456492656
least	456122380
catch	455753132
climbed	455383592
wrote	455013208
shouted	454643748
continued	454273616
itself	453903680
else	453534260
plains	453163872
gas	452793528
England	452424080
burning	452053568
design	451683624
joined	451314640
foot	450944824
law	450575116
ears	450204680
grass	449833888
you've	449463864
grown	449094448
valley	448723892
cents	448354388
key	447983408
president	447612796
brown	447241560
trouble	446870992
cool	446501360
cloud	446130768
lost	445760224
sent	445390672
symbols	445019456
wear	444648864
bad	444278960
save	443908880
experiment	443539180
engine	443168968
alone	442798532
drawing	442428400
east	442058972
pay	441689728
single	441319108
touch	440948836
information	440578736
express	440209572
mouth	439839408
yard	439470116
equal	439099752
decimal	438728664
yourself	438358360
control	437988168
practice	437617932
report	437248120
straight	436877656
rise	436507184
statement	436137448
stick	435767216
party	435396484
seeds	435026988
suppose	434656328
woman	434286064
coast	433915556
bank	433544100
period	433174420
wire	432803184
choose	432432680
clean	432062528
visit	431691284
bit	431320996
whose	430951008
received	430579948
garden	430208796
please	429838672
strange	429467512
caught	429097724
fell	428726576
team	428356424
God	427985192
captain	427614060
direct	427244240
ring	426872872
serve	426501616
child	426131516
desert	425760532
increase	425389496
history	425018456
cost	424647628
maybe	424277064
business	423906212
separate	423534992
break	423164840
uncle	422793864
hunting	422423624
flow	422053016
lady	421681936
students	421311076
human	420940276
art	420568952
feeling	420198032
supply	419828616
corner	419457300
electric	419085348
insects	418714608
crops	418343876
tone	417972872
hit	417601588
sand	417231284
doctor	416860296
provide	416489124
thus	416118936
won't	415747944
cook	415376548
bones	415006040
tail	414634484
board	414263892
modern	413893892
compound	413523432
mine	413151964
wasn't	412780536
fit	412410156
addition	412038444
belong	411667816
safe	411295872
soldiers	410924888
guess	410553288
silent	410182580
trade	409811500
rather	409440700
compare	409069888
crowd	408698048
poem	408327368
enjoy	407955688
elements	407584560
indicate	407213504
except	406841800
expect	406470912
flat	406100000
seven	405728488
interesting	405357304
sense	404985512
string	404614260
blow	404242680
famous	403871996
value	403501188
wings	403130436
movement	402759128
pole	402387968
exciting	402016852
branches	401645984
thick	401274296
blood	400903824
lie	400532840
spot	400160352
bell	399789892
fun	399418224
loud	399047888
consider	398676416
suggested	398305432
thin	397934780
position	397563940
entered	397192676
fruit	396821220
tied	396450044
rich	396078636
dollars	395707812
send	395336596
sight	394965488
chief	394594144
Japanese	394223504
stream	393852160
planets	393480788
rhythm	393110308
eight	392738876
science	392367880
major	391996932
observe	391626476
tube	391254728
necessary	390883884
weight	390512976
meat	390141884
lifted	389770756
process	389399780
army	389029072
hat	388658228
property	388287052
particular	387915720
swim	387544248
terms	387172936
current	386801936
park	386430704
sell	386059576
shoulder	385688448
industry	385317176
wash	384945612
block	384574464
spread	384203016
cattle	383832208
wife	383460632
sharp	383089344
company	382717680
radio	382346380
we'll	381975796
action	381603976
capital	381232508
factories	380861432
settled	380490368
yellow	380119624
isn't	379748000
southern	379375720
truck	379004428
fair	378633048
printed	378262296
wouldn't	377889848
ahead	377518720
chance	377147408
born	376776056
level	376404856
triangle	376034012
molecules	375663200
France	375292312
repeated	374920612
column	374549440
western	374178948
church	373808132
sister	373437012
oxygen	373065548
plural	372693852
various	372323512
agreed	371952880
opposite	371580688
wrong	371210492
chart	370839456
prepared	370469348
pretty	370097916
solution	369726104
fresh	369355832
shop	368983776
suffix	368612256
especially	368242104
shoes	367871052
actually	367499800
nose	367128332
afraid	366756584
dead	366386024
sugar	366015500
adjective	365644020
fig	365273136
office	364901824
huge	364530552
gun	364160236
similar	363789520
death	363418140
score	363047164
forward	362676124
stretched	362305504
experience	361933864
rose	361562348
allow	361191660
fear	360820492
workers	360449476
Washington	360079584
Greek	359708280
women	359336900
bought	358965544
led	358594908
march	358223364
northern	357852648
create	357481068
British	357110100
difficult	356738832
match	356367268
win	355996800
doesn't	355625856
steel	355254496
total	354883304
deal	354512468
determine	354140864
evening	353769640
nor	353399080
rope	353028004
cotton	352656832
apple	352285916
details	351914264
entire	351543272
corn	351172404
substances	350801548
smell	350430560
tools	350059424
conditions	349688528
cows	349317484
track	348946472
arrived	348575176
located	348204144
sir	347833164
seat	347462200
division	347090976
effect	346720048
underline	346349048
view	345978584
recent	345607096
urban	345236356
easily	344865840
difficult	344493608
object	344122600
measure	343751376
science	343380480
